2025-04-30 03:37:59,554 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-30 03:37:59,809 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
2025-04-30 03:37:59,865 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:00,061 DEBUG   SenderThread:23 [sender.py:send():380] send: history
2025-04-30 03:38:00,061 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:00,063 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:00,668 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/config.yaml
2025-04-30 03:38:00,669 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:01,676 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
2025-04-30 03:38:03,802 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: partial_history
2025-04-30 03:38:03,803 DEBUG   SenderThread:23 [sender.py:send():380] send: history
2025-04-30 03:38:03,804 DEBUG   SenderThread:23 [sender.py:send_request():407] send_request: summary_record
2025-04-30 03:38:03,804 INFO    SenderThread:23 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-04-30 03:38:04,700 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/wandb-summary.json
2025-04-30 03:38:05,834 DEBUG   HandlerThread:23 [handler.py:handle_request():146] handle_request: status_report
2025-04-30 03:38:06,711 INFO    Thread-12 :23 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/wandb/run-20250430_033729-3ik7mycf/files/output.log
